capture_id,product,viewport,page_area,state,source_url,final_url,page_title,filename,absolute_path,captured_at_local,width_px,height_px,file_size_bytes,document_scroll_width,document_scroll_height,auto_scroll_iterations,reached_bottom,popup_action,authentication_state,status,attempt_count,failure_reason,related_pa1_figure,related_pa1_use_case,notes_factual_only
"fifa-04-homepage-mobile","fifa","mobile","homepage","default","https://www.fifa.com/en","https://www.fifa.com/en","FIFA | The Home of Football","fifa-04-homepage-mobile.png","C:\Users\Administrator\Documents\MEGA\tkgd\PA2\capture-work\fifa\mobile\fifa-04-homepage-mobile.png","2026-07-30 15:11:02 +07:00","390","8383","1322692","390","8383","15","true","Reject All","PUBLIC","SUCCESS","1","","F-03","","Popup action: Reject All."
"fifa-05-mobile-navigation-open","fifa","mobile","global navigation","menu open","https://www.fifa.com/en","https://www.fifa.com/en","FIFA | The Home of Football","fifa-05-mobile-navigation-open.png","C:\Users\Administrator\Documents\MEGA\tkgd\PA2\capture-work\fifa\mobile\fifa-05-mobile-navigation-open.png","2026-07-30 15:11:46 +07:00","390","8383","1322616","390","8383","14","true","Reject All","PUBLIC","MISSING_CURRENT_STATE","1","clickRole unavailable: locator.click: Timeout 8000ms exceeded.","F-03","","Popup action: Reject All."
"fifa-49-match-centre-mobile","fifa","mobile","Match Centre","mobile","https://www.fifa.com/en/match-centre","https://www.fifa.com/en/match-centre","Match Centre","fifa-49-match-centre-mobile.png","C:\Users\Administrator\Documents\MEGA\tkgd\PA2\capture-work\fifa\mobile\fifa-49-match-centre-mobile.png","2026-07-30 15:12:13 +07:00","390","3580","161757","390","3580","4","true","Reject All","PUBLIC","SUCCESS","1","","F-04","F-UC1","Popup action: Reject All."
"fifa-50-article-mobile","fifa","mobile","news article","mobile","https://inside.fifa.com/tournament-organisation/commercial/media-releases/world-cup-26-ticketing-programme-launch-september","https://inside.fifa.com/tournament-organisation/commercial/media-releases/world-cup-26-ticketing-programme-launch-september","FIFA World Cup 26™ Ticketing Programme launches this September","fifa-50-article-mobile.png","C:\Users\Administrator\Documents\MEGA\tkgd\PA2\capture-work\fifa\mobile\fifa-50-article-mobile.png","2026-07-30 15:12:40 +07:00","390","6515","700261","390","6515","5","true","Reject All","PUBLIC","SUCCESS","1","","F-06","F-UC3","Popup action: Reject All."
"fifa-51-tickets-mobile","fifa","mobile","Tickets and Hospitality","mobile","https://www.fifa.com/en/tickets","https://www.fifa.com/en/tickets","TICKETS & HOSPITALITY","fifa-51-tickets-mobile.png","C:\Users\Administrator\Documents\MEGA\tkgd\PA2\capture-work\fifa\mobile\fifa-51-tickets-mobile.png","2026-07-30 15:13:08 +07:00","390","4985","599296","390","4985","11","true","Reject All","PUBLIC","SUCCESS","1","","","","Popup action: Reject All."
"fifa-52-fifa-plus-entry-mobile","fifa","mobile","FIFA+ entry","mobile","https://www.fifa.com/en/fifa-plus","https://www.fifa.com/en/fifa-plus","","fifa-52-fifa-plus-entry-mobile.png","C:\Users\Administrator\Documents\MEGA\tkgd\PA2\capture-work\fifa\mobile\fifa-52-fifa-plus-entry-mobile.png","2026-07-30 15:13:34 +07:00","390","844","247194","390","844","4","true","Reject All","PUBLIC","SUCCESS","1","","F-10B","","Popup action: Reject All."
"chess-01-homepage-desktop","chess","desktop","homepage","default","https://www.chess.com/","https://www.chess.com/","Chess.com - Play Chess Online - Free Games","chess-01-homepage-desktop.png","C:\Users\Administrator\Documents\MEGA\tkgd\PA2\capture-work\chess\desktop\chess-01-homepage-desktop.png","2026-07-30 15:14:12 +07:00","1440","3920","1108202","1440","3920","4","true","None","PUBLIC","SUCCESS","1","","C-01","",""
"chess-02-side-navigation-desktop","chess","desktop","side navigation","default","https://www.chess.com/","https://www.chess.com/","Chess.com - Play Chess Online - Free Games","chess-02-side-navigation-desktop.png","C:\Users\Administrator\Documents\MEGA\tkgd\PA2\capture-work\chess\desktop\chess-02-side-navigation-desktop.png","2026-07-30 15:14:36 +07:00","1440","3920","1108840","1440","3920","4","true","None","PUBLIC","SUCCESS","1","","C-06","",""
"chess-05-play-entry","chess","desktop","Play","entry","https://www.chess.com/play/online","https://www.chess.com/play/online","Play Chess Online for FREE - 2 Player Chess - Chess.com","chess-05-play-entry.png","C:\Users\Administrator\Documents\MEGA\tkgd\PA2\capture-work\chess\desktop\chess-05-play-entry.png","2026-07-30 15:15:04 +07:00","1440","1000","301736","1440","1000","4","true","None","PUBLIC","SUCCESS","1","","C-02","C-UC1",""
"chess-06-time-control-selector","chess","desktop","Play","time-control selector open","https://www.chess.com/play/online","https://www.chess.com/play/online","Play Chess Online for FREE - 2 Player Chess - Chess.com","chess-06-time-control-selector.png","C:\Users\Administrator\Documents\MEGA\tkgd\PA2\capture-work\chess\desktop\chess-06-time-control-selector.png","2026-07-30 15:15:40 +07:00","1440","1000","180486","1440","1000","4","true","None","PUBLIC","MISSING_CURRENT_STATE","1","clickRole unavailable: locator.waitFor: Timeout 8000ms exceeded.","","C-UC1",""
"chess-07-custom-game-settings","chess","desktop","Play","custom game settings","https://www.chess.com/play/online","https://www.chess.com/play/online","Play Chess Online for FREE - 2 Player Chess - Chess.com","chess-07-custom-game-settings.png","C:\Users\Administrator\Documents\MEGA\tkgd\PA2\capture-work\chess\desktop\chess-07-custom-game-settings.png","2026-07-30 15:16:08 +07:00","1440","1000","223178","1440","1000","4","true","None","PUBLIC","SUCCESS","1","","","",""
"chess-08-start-game-state","chess","desktop","Play","Start Game","https://www.chess.com/play/online","https://www.chess.com/play/online","Play Chess Online for FREE - 2 Player Chess - Chess.com","chess-08-start-game-state.png","C:\Users\Administrator\Documents\MEGA\tkgd\PA2\capture-work\chess\desktop\chess-08-start-game-state.png","2026-07-30 15:16:36 +07:00","1440","1000","209370","1440","1000","4","true","None","PUBLIC","SUCCESS","1","","","",""
"chess-09-guest-game","chess","desktop","game","guest","https://www.chess.com/play/online","https://www.chess.com/play/online","Play Chess Online for FREE - 2 Player Chess - Chess.com","chess-09-guest-game.png","C:\Users\Administrator\Documents\MEGA\tkgd\PA2\capture-work\chess\desktop\chess-09-guest-game.png","2026-07-30 15:17:13 +07:00","1440","1000","191677","1440","1000","4","true","None","GUEST","MISSING_CURRENT_STATE","1","waitForText unavailable: locator.waitFor: Timeout 10000ms exceeded.","","C-UC1",""
"chess-10-bot-game","chess","desktop","Play Computer","bot selection","https://www.chess.com/play/computer","https://www.chess.com/play/computer","Play Chess Online Against the Computer - Chess.com","chess-10-bot-game.png","C:\Users\Administrator\Documents\MEGA\tkgd\PA2\capture-work\chess\desktop\chess-10-bot-game.png","2026-07-30 15:17:41 +07:00","1440","1000","436377","1440","1000","4","true","^close$","PUBLIC","SUCCESS","1","","C-03","","Popup action: ^close$."
"chess-11-active-board","chess","desktop","board","active","https://www.chess.com/play/computer","https://www.chess.com/play/computer","Play Chess Online Against the Computer - Chess.com","chess-11-active-board.png","C:\Users\Administrator\Documents\MEGA\tkgd\PA2\capture-work\chess\desktop\chess-11-active-board.png","2026-07-30 15:18:13 +07:00","1440","1000","414599","1440","1000","4","true","^close$","PUBLIC","SUCCESS","1","","C-07","","Popup action: ^close$."
"chess-12-active-board-clock","chess","desktop","board","clock visible","https://www.chess.com/play/computer","https://www.chess.com/play/computer","Play Chess Online Against the Computer - Chess.com","chess-12-active-board-clock.png","C:\Users\Administrator\Documents\MEGA\tkgd\PA2\capture-work\chess\desktop\chess-12-active-board-clock.png","2026-07-30 15:18:51 +07:00","1440","1000","448128","1440","1000","4","true","^close$","PUBLIC","MISSING_CURRENT_STATE","1","waitForText unavailable: locator.waitFor: Timeout 10000ms exceeded.","C-07","","Popup action: ^close$."
"chess-13-last-move-indicator","chess","desktop","board","last move indicator","https://www.chess.com/play/computer","https://www.chess.com/play/computer","Play Chess Online Against the Computer - Chess.com","chess-13-last-move-indicator.png","C:\Users\Administrator\Documents\MEGA\tkgd\PA2\capture-work\chess\desktop\chess-13-last-move-indicator.png","2026-07-30 15:19:20 +07:00","1440","1000","369849","1440","1000","4","true","^close$","PUBLIC","SUCCESS","1","","C-07","","Popup action: ^close$."
"chess-14-legal-move-feedback","chess","desktop","board","legal move feedback","https://www.chess.com/play/computer","https://www.chess.com/play/computer","Play Chess Online Against the Computer - Chess.com","chess-14-legal-move-feedback.png","C:\Users\Administrator\Documents\MEGA\tkgd\PA2\capture-work\chess\desktop\chess-14-legal-move-feedback.png","2026-07-30 15:19:49 +07:00","1440","1000","481097","1440","1000","4","true","^close$","PUBLIC","SUCCESS","1","","C-07","","Popup action: ^close$."
"chess-15-draw-control","chess","desktop","game controls","Draw control","https://www.chess.com/play/computer","https://www.chess.com/play/computer","Play Chess Online Against the Computer - Chess.com","chess-15-draw-control.png","C:\Users\Administrator\Documents\MEGA\tkgd\PA2\capture-work\chess\desktop\chess-15-draw-control.png","2026-07-30 15:20:28 +07:00","1440","1000","363193","1440","1000","4","true","^close$","PUBLIC","MISSING_CURRENT_STATE","1","waitForText unavailable: locator.waitFor: Timeout 10000ms exceeded.","","","Popup action: ^close$."
"chess-16-resign-control","chess","desktop","game controls","Resign control","https://www.chess.com/play/computer","https://www.chess.com/play/computer","Play Chess Online Against the Computer - Chess.com","chess-16-resign-control.png","C:\Users\Administrator\Documents\MEGA\tkgd\PA2\capture-work\chess\desktop\chess-16-resign-control.png","2026-07-30 15:21:06 +07:00","1440","1000","375340","1440","1000","4","true","^close$","PUBLIC","MISSING_CURRENT_STATE","1","waitForText unavailable: locator.waitFor: Timeout 10000ms exceeded.","","","Popup action: ^close$."
"chess-17-settings-control","chess","desktop","game controls","Settings control","https://www.chess.com/play/computer","https://www.chess.com/play/computer","Play Chess Online Against the Computer - Chess.com","chess-17-settings-control.png","C:\Users\Administrator\Documents\MEGA\tkgd\PA2\capture-work\chess\desktop\chess-17-settings-control.png","2026-07-30 15:21:45 +07:00","1440","1000","369729","1440","1000","4","true","^close$","PUBLIC","MISSING_CURRENT_STATE","1","waitForText unavailable: locator.waitFor: Timeout 10000ms exceeded.","","","Popup action: ^close$."
"chess-18-board-side-panel","chess","desktop","board and side panel","default","https://www.chess.com/play/computer","https://www.chess.com/play/computer","Play Chess Online Against the Computer - Chess.com","chess-18-board-side-panel.png","C:\Users\Administrator\Documents\MEGA\tkgd\PA2\capture-work\chess\desktop\chess-18-board-side-panel.png","2026-07-30 15:22:13 +07:00","1440","1000","481242","1440","1000","4","true","^close$","PUBLIC","SUCCESS","1","","C-03","","Popup action: ^close$."
"chess-19-puzzle-landing","chess","desktop","Puzzles","landing","https://www.chess.com/puzzles","https://www.chess.com/puzzles","Chess Puzzles - 500k+ Problems to Improve Your Tactics - Chess.com","chess-19-puzzle-landing.png","C:\Users\Administrator\Documents\MEGA\tkgd\PA2\capture-work\chess\desktop\chess-19-puzzle-landing.png","2026-07-30 15:22:43 +07:00","1440","1000","365744","1440","1000","4","true","^close$","PUBLIC","SUCCESS","1","","C-04","C-UC2","Popup action: ^close$."
"chess-20-puzzle-before-move","chess","desktop","Puzzle","before move","https://www.chess.com/puzzles","https://www.chess.com/puzzles","Chess Puzzles - 500k+ Problems to Improve Your Tactics - Chess.com","chess-20-puzzle-before-move.png","C:\Users\Administrator\Documents\MEGA\tkgd\PA2\capture-work\chess\desktop\chess-20-puzzle-before-move.png","2026-07-30 15:23:14 +07:00","1440","1000","451228","1440","1000","4","true","^close$","PUBLIC","SUCCESS","1","","C-04A","C-UC2","Popup action: ^close$."
"chess-21-puzzle-after-correct","chess","desktop","Puzzle","after correct move","https://www.chess.com/puzzles","https://www.chess.com/puzzles","Chess Puzzles - 500k+ Problems to Improve Your Tactics - Chess.com","chess-21-puzzle-after-correct.png","C:\Users\Administrator\Documents\MEGA\tkgd\PA2\capture-work\chess\desktop\chess-21-puzzle-after-correct.png","2026-07-30 15:23:54 +07:00","1440","1000","367428","1440","1000","4","true","^close$","PUBLIC","MISSING_CURRENT_STATE","1","waitForText unavailable: locator.waitFor: Timeout 10000ms exceeded.","","","Popup action: ^close$."
"chess-22-puzzle-after-wrong","chess","desktop","Puzzle","after wrong move","https://www.chess.com/puzzles","https://www.chess.com/puzzles","Chess Puzzles - 500k+ Problems to Improve Your Tactics - Chess.com","chess-22-puzzle-after-wrong.png","C:\Users\Administrator\Documents\MEGA\tkgd\PA2\capture-work\chess\desktop\chess-22-puzzle-after-wrong.png","2026-07-30 15:24:36 +07:00","1440","1000","473015","1440","1000","4","true","^close$","PUBLIC","MISSING_CURRENT_STATE","1","waitForText unavailable: locator.waitFor: Timeout 10000ms exceeded.","","","Popup action: ^close$."
"chess-23-puzzle-feedback","chess","desktop","Puzzle","feedback","https://www.chess.com/puzzles","https://www.chess.com/puzzles","Chess Puzzles - 500k+ Problems to Improve Your Tactics - Chess.com","chess-23-puzzle-feedback.png","C:\Users\Administrator\Documents\MEGA\tkgd\PA2\capture-work\chess\desktop\chess-23-puzzle-feedback.png","2026-07-30 15:25:06 +07:00","1440","1000","379008","1440","1000","4","true","^close$","PUBLIC","SUCCESS","1","","","","Popup action: ^close$."
"chess-24-lessons-landing-loaded","chess","desktop","Lessons","cards loaded","https://www.chess.com/lessons","https://www.chess.com/lessons","Chess Lessons - Learn with Online Courses - Chess.com","chess-24-lessons-landing-loaded.png","C:\Users\Administrator\Documents\MEGA\tkgd\PA2\capture-work\chess\desktop\chess-24-lessons-landing-loaded.png","2026-07-30 15:25:36 +07:00","1440","6869","2709726","1425","6869","7","true","^close$","PUBLIC","SUCCESS","1","","C-05","C-UC3","Popup action: ^close$."
"chess-25-beginner-lesson","chess","desktop","Lesson","beginner lesson","https://www.chess.com/lessons","https://www.chess.com/lessons","Chess Lessons - Learn with Online Courses - Chess.com","chess-25-beginner-lesson.png","C:\Users\Administrator\Documents\MEGA\tkgd\PA2\capture-work\chess\desktop\chess-25-beginner-lesson.png","2026-07-30 15:26:15 +07:00","1440","6869","2500926","1425","6869","7","true","^close$","PUBLIC","MISSING_CURRENT_STATE","1","waitForText unavailable: locator.waitFor: Timeout 10000ms exceeded.","","C-UC3","Popup action: ^close$."
"chess-26-learn-page","chess","desktop","Learn","landing","https://www.chess.com/learn","https://www.chess.com/learn","Learn Chess Online: Lessons, Openings and more - Chess.com","chess-26-learn-page.png","C:\Users\Administrator\Documents\MEGA\tkgd\PA2\capture-work\chess\desktop\chess-26-learn-page.png","2026-07-30 15:26:44 +07:00","1440","1000","273799","1440","1000","4","true","^close$","PUBLIC","SUCCESS","1","","C-05","","Popup action: ^close$."
"chess-27-study-plan","chess","desktop","Study plan","article","https://www.chess.com/article/view/study-plan-directory","https://www.chess.com/article/view/study-plan-directory","Chess Study Plans for All Levels – Beginner to Master - Chess.com - Chess.com","chess-27-study-plan.png","C:\Users\Administrator\Documents\MEGA\tkgd\PA2\capture-work\chess\desktop\chess-27-study-plan.png","2026-07-30 15:27:13 +07:00","1440","6357","1420363","1425","6357","7","true","^close$","PUBLIC","SUCCESS","1","","","C-UC5","Popup action: ^close$."
"chess-28-game-review","chess","desktop","Game Review","entry","https://www.chess.com/analysis","https://www.chess.com/analysis","Chess Analysis Board and PGN Editor - Chess.com","chess-28-game-review.png","C:\Users\Administrator\Documents\MEGA\tkgd\PA2\capture-work\chess\desktop\chess-28-game-review.png","2026-07-30 15:27:39 +07:00","1440","1000","179290","1440","1000","4","true","None","PUBLIC","SUCCESS","1","","","C-UC4",""
"chess-29-analysis-board","chess","desktop","Analysis Board","default","https://www.chess.com/analysis","https://www.chess.com/analysis","Chess Analysis Board and PGN Editor - Chess.com","chess-29-analysis-board.png","C:\Users\Administrator\Documents\MEGA\tkgd\PA2\capture-work\chess\desktop\chess-29-analysis-board.png","2026-07-30 15:28:05 +07:00","1440","1000","179236","1440","1000","4","true","None","PUBLIC","SUCCESS","1","","","C-UC4",""
"chess-30-evaluation-bar","chess","desktop","Analysis Board","evaluation bar","https://www.chess.com/analysis","https://www.chess.com/analysis","Chess Analysis Board and PGN Editor - Chess.com","chess-30-evaluation-bar.png","C:\Users\Administrator\Documents\MEGA\tkgd\PA2\capture-work\chess\desktop\chess-30-evaluation-bar.png","2026-07-30 15:28:41 +07:00","1440","1000","179285","1440","1000","4","true","None","PUBLIC","MISSING_CURRENT_STATE","1","waitForText unavailable: locator.waitFor: Timeout 10000ms exceeded.","","",""
"chess-31-move-list","chess","desktop","Analysis Board","move list","https://www.chess.com/analysis","https://www.chess.com/analysis","Chess Analysis Board and PGN Editor - Chess.com","chess-31-move-list.png","C:\Users\Administrator\Documents\MEGA\tkgd\PA2\capture-work\chess\desktop\chess-31-move-list.png","2026-07-30 15:29:16 +07:00","1440","1000","179238","1440","1000","4","true","None","PUBLIC","MISSING_CURRENT_STATE","1","waitForText unavailable: locator.waitFor: Timeout 10000ms exceeded.","","",""
"chess-32-engine-lines","chess","desktop","Analysis Board","engine lines","https://www.chess.com/analysis","https://www.chess.com/analysis","Chess Analysis Board and PGN Editor - Chess.com","chess-32-engine-lines.png","C:\Users\Administrator\Documents\MEGA\tkgd\PA2\capture-work\chess\desktop\chess-32-engine-lines.png","2026-07-30 15:29:52 +07:00","1440","1000","179236","1440","1000","4","true","None","PUBLIC","MISSING_CURRENT_STATE","1","waitForText unavailable: locator.waitFor: Timeout 10000ms exceeded.","","",""
"chess-33-analysis-chart","chess","desktop","Analysis Board","chart","https://www.chess.com/analysis","https://www.chess.com/analysis","Chess Analysis Board and PGN Editor - Chess.com","chess-33-analysis-chart.png","C:\Users\Administrator\Documents\MEGA\tkgd\PA2\capture-work\chess\desktop\chess-33-analysis-chart.png","2026-07-30 15:30:18 +07:00","1440","1000","179285","1440","1000","4","true","None","PUBLIC","SUCCESS","1","","","",""
"chess-34-analysis-toolbar","chess","desktop","Analysis Board","toolbar","https://www.chess.com/analysis","https://www.chess.com/analysis","Chess Analysis Board and PGN Editor - Chess.com","chess-34-analysis-toolbar.png","C:\Users\Administrator\Documents\MEGA\tkgd\PA2\capture-work\chess\desktop\chess-34-analysis-toolbar.png","2026-07-30 15:30:44 +07:00","1440","1000","179238","1440","1000","4","true","None","PUBLIC","SUCCESS","1","","","",""
"chess-35-premium-limit-natural","chess","desktop","access prompt","premium limit naturally appeared","https://www.chess.com/lessons","https://www.chess.com/lessons","Chess Lessons - Learn with Online Courses - Chess.com","chess-35-premium-limit-natural.png","C:\Users\Administrator\Documents\MEGA\tkgd\PA2\capture-work\chess\desktop\chess-35-premium-limit-natural.png","2026-07-30 15:31:23 +07:00","1440","6869","2438582","1425","6869","7","true","^close$","PUBLIC","MISSING_CURRENT_STATE","1","waitForText unavailable: locator.waitFor: Timeout 10000ms exceeded.","","","Popup action: ^close$."
"chess-36-entitlement-message-natural","chess","desktop","access prompt","entitlement message naturally appeared","https://www.chess.com/lessons","https://www.chess.com/lessons","Chess Lessons - Learn with Online Courses - Chess.com","chess-36-entitlement-message-natural.png","C:\Users\Administrator\Documents\MEGA\tkgd\PA2\capture-work\chess\desktop\chess-36-entitlement-message-natural.png","2026-07-30 15:32:02 +07:00","1440","6869","2365200","1425","6869","7","true","^close$","PUBLIC","MISSING_CURRENT_STATE","1","waitForText unavailable: locator.waitFor: Timeout 10000ms exceeded.","","","Popup action: ^close$."
"chess-37-premove-setting","chess","desktop","board settings","premove setting","https://www.chess.com/play/computer","https://www.chess.com/play/computer","Play Chess Online Against the Computer - Chess.com","chess-37-premove-setting.png","C:\Users\Administrator\Documents\MEGA\tkgd\PA2\capture-work\chess\desktop\chess-37-premove-setting.png","2026-07-30 15:32:40 +07:00","1440","1000","362989","1440","1000","4","true","^close$","PUBLIC","MISSING_CURRENT_STATE","1","waitForText unavailable: locator.waitFor: Timeout 10000ms exceeded.","","","Popup action: ^close$."
"chess-38-board-queued-premove","chess","desktop","board","queued premove","https://www.chess.com/play/computer","https://www.chess.com/play/computer","Play Chess Online Against the Computer - Chess.com","chess-38-board-queued-premove.png","C:\Users\Administrator\Documents\MEGA\tkgd\PA2\capture-work\chess\desktop\chess-38-board-queued-premove.png","2026-07-30 15:33:19 +07:00","1440","1000","480818","1440","1000","4","true","^close$","PUBLIC","MISSING_CURRENT_STATE","1","waitForText unavailable: locator.waitFor: Timeout 10000ms exceeded.","","","Popup action: ^close$."
"chess-39-premove-clear-state","chess","desktop","board","premove cleared","https://www.chess.com/play/computer","https://www.chess.com/play/computer","Play Chess Online Against the Computer - Chess.com","chess-39-premove-clear-state.png","C:\Users\Administrator\Documents\MEGA\tkgd\PA2\capture-work\chess\desktop\chess-39-premove-clear-state.png","2026-07-30 15:33:57 +07:00","1440","1000","375063","1440","1000","4","true","^close$","PUBLIC","MISSING_CURRENT_STATE","1","waitForText unavailable: locator.waitFor: Timeout 10000ms exceeded.","","","Popup action: ^close$."
"chess-40-focus-mode-control","chess","desktop","board controls","Focus Mode control","https://www.chess.com/play/computer","https://www.chess.com/play/computer","Play Chess Online Against the Computer - Chess.com","chess-40-focus-mode-control.png","C:\Users\Administrator\Documents\MEGA\tkgd\PA2\capture-work\chess\desktop\chess-40-focus-mode-control.png","2026-07-30 15:34:36 +07:00","1440","1000","363176","1440","1000","4","true","^close$","PUBLIC","MISSING_CURRENT_STATE","1","waitForText unavailable: locator.waitFor: Timeout 10000ms exceeded.","","","Popup action: ^close$."
"chess-41-focus-mode-hover","chess","desktop","board controls","Focus Mode hover","https://www.chess.com/play/computer","https://www.chess.com/play/computer","Play Chess Online Against the Computer - Chess.com","chess-41-focus-mode-hover.png","C:\Users\Administrator\Documents\MEGA\tkgd\PA2\capture-work\chess\desktop\chess-41-focus-mode-hover.png","2026-07-30 15:35:13 +07:00","1440","1000","472891","1440","1000","4","true","^close$","PUBLIC","MISSING_CURRENT_STATE","1","hover unavailable: locator.hover: Timeout 8000ms exceeded.","","","Popup action: ^close$."
"chess-42-focus-mode-tooltip","chess","desktop","board controls","Focus Mode tooltip","https://www.chess.com/play/computer","https://www.chess.com/play/computer","Play Chess Online Against the Computer - Chess.com","chess-42-focus-mode-tooltip.png","C:\Users\Administrator\Documents\MEGA\tkgd\PA2\capture-work\chess\desktop\chess-42-focus-mode-tooltip.png","2026-07-30 15:35:49 +07:00","1440","1000","366549","1440","1000","4","true","^close$","PUBLIC","MISSING_CURRENT_STATE","1","hover unavailable: locator.hover: Timeout 8000ms exceeded.","","","Popup action: ^close$."
"chess-43-focus-mode-enabled","chess","desktop","board","Focus Mode enabled","https://www.chess.com/play/computer","https://www.chess.com/play/computer","Play Chess Online Against the Computer - Chess.com","chess-43-focus-mode-enabled.png","C:\Users\Administrator\Documents\MEGA\tkgd\PA2\capture-work\chess\desktop\chess-43-focus-mode-enabled.png","2026-07-30 15:36:26 +07:00","1440","1000","436270","1440","1000","4","true","^close$","PUBLIC","MISSING_CURRENT_STATE","1","clickRole unavailable: locator.waitFor: Timeout 8000ms exceeded.","","","Popup action: ^close$."
"chess-44-focus-mode-settings-shortcut","chess","desktop","board settings","Focus Mode shortcut","https://www.chess.com/play/computer","https://www.chess.com/play/computer","Play Chess Online Against the Computer - Chess.com","chess-44-focus-mode-settings-shortcut.png","C:\Users\Administrator\Documents\MEGA\tkgd\PA2\capture-work\chess\desktop\chess-44-focus-mode-settings-shortcut.png","2026-07-30 15:37:05 +07:00","1440","1000","473077","1440","1000","4","true","^close$","PUBLIC","MISSING_CURRENT_STATE","1","waitForText unavailable: locator.waitFor: Timeout 10000ms exceeded.","","","Popup action: ^close$."
"chess-45-returning-user-home","chess","desktop","homepage","returning user if session exists","https://www.chess.com/","","","","","2026-07-30 15:37:06 +07:00","","","","","","","","None","LOGIN_REQUIRED","BLOCKED","1","No existing authenticated session was available.","","","The target requires an existing authenticated session."
"chess-46-recent-task-shortcuts","chess","desktop","homepage","recent-task shortcuts if session exists","https://www.chess.com/","","","","","2026-07-30 15:37:06 +07:00","","","","","","","","None","LOGIN_REQUIRED","BLOCKED","1","No existing authenticated session was available.","","","The target requires an existing authenticated session."
"chess-51-account-prompt-natural","chess","desktop","account prompt","naturally appeared","https://www.chess.com/play/online","https://www.chess.com/play/online","Play Chess Online for FREE - 2 Player Chess - Chess.com","chess-51-account-prompt-natural.png","C:\Users\Administrator\Documents\MEGA\tkgd\PA2\capture-work\chess\desktop\chess-51-account-prompt-natural.png","2026-07-30 15:37:44 +07:00","1440","1000","292681","1440","1000","4","true","None","PUBLIC","MISSING_CURRENT_STATE","1","waitForText unavailable: locator.waitFor: Timeout 10000ms exceeded.","","",""
"chess-52-cookie-banner-natural","chess","desktop","cookie banner","naturally appeared","https://www.chess.com/","https://www.chess.com/","Chess.com - Play Chess Online - Free Games","chess-52-cookie-banner-natural.png","C:\Users\Administrator\Documents\MEGA\tkgd\PA2\capture-work\chess\desktop\chess-52-cookie-banner-natural.png","2026-07-30 15:38:08 +07:00","1440","3920","1108202","1440","3920","4","true","None","PUBLIC","MISSING_CURRENT_STATE","1","No target actions","","",""
"chess-53-ad-panel-natural","chess","desktop","ad panel","naturally appeared","https://www.chess.com/","https://www.chess.com/","Chess.com - Play Chess Online - Free Games","chess-53-ad-panel-natural.png","C:\Users\Administrator\Documents\MEGA\tkgd\PA2\capture-work\chess\desktop\chess-53-ad-panel-natural.png","2026-07-30 15:38:43 +07:00","1440","3920","1129797","1440","3920","4","true","None","PUBLIC","MISSING_CURRENT_STATE","1","waitForText unavailable: locator.waitFor: Timeout 10000ms exceeded.","","",""
"chess-03-homepage-mobile","chess","mobile","homepage","default","https://www.chess.com/","https://www.chess.com/","Chess.com - Play Chess Online - Free Games","chess-03-homepage-mobile.png","C:\Users\Administrator\Documents\MEGA\tkgd\PA2\capture-work\chess\mobile\chess-03-homepage-mobile.png","2026-07-30 15:39:43 +07:00","390","3679","448629","390","3679","4","true","None","PUBLIC","SUCCESS","1","","C-08","",""
"chess-04-mobile-navigation-open","chess","mobile","navigation","menu open","https://www.chess.com/","https://www.chess.com/","Chess.com - Play Chess Online - Free Games","chess-04-mobile-navigation-open.png","C:\Users\Administrator\Documents\MEGA\tkgd\PA2\capture-work\chess\mobile\chess-04-mobile-navigation-open.png","2026-07-30 15:40:16 +07:00","390","3679","454177","390","3679","4","true","None","PUBLIC","MISSING_CURRENT_STATE","1","clickRole unavailable: locator.waitFor: Timeout 8000ms exceeded.","C-06M","",""
"chess-47-play-mobile","chess","mobile","Play","mobile","https://www.chess.com/play/online","https://www.chess.com/play/online","Play Chess Online for FREE - 2 Player Chess - Chess.com","chess-47-play-mobile.png","C:\Users\Administrator\Documents\MEGA\tkgd\PA2\capture-work\chess\mobile\chess-47-play-mobile.png","2026-07-30 15:40:41 +07:00","390","1072","76732","390","1072","4","true","None","PUBLIC","SUCCESS","1","","","C-UC1",""
"chess-48-puzzle-mobile","chess","mobile","Puzzle","mobile","https://www.chess.com/puzzles","https://www.chess.com/puzzles","Chess Puzzles - 500k+ Problems to Improve Your Tactics - Chess.com","chess-48-puzzle-mobile.png","C:\Users\Administrator\Documents\MEGA\tkgd\PA2\capture-work\chess\mobile\chess-48-puzzle-mobile.png","2026-07-30 15:41:09 +07:00","390","844","187811","390","844","4","true","^close$","PUBLIC","SUCCESS","1","","","C-UC2","Popup action: ^close$."
"chess-49-lessons-mobile","chess","mobile","Lessons","mobile","https://www.chess.com/lessons","https://www.chess.com/lessons","Chess Lessons - Learn with Online Courses - Chess.com","chess-49-lessons-mobile.png","C:\Users\Administrator\Documents\MEGA\tkgd\PA2\capture-work\chess\mobile\chess-49-lessons-mobile.png","2026-07-30 15:41:40 +07:00","390","11805","2591875","390","11805","13","true","^close$","PUBLIC","SUCCESS","1","","","C-UC3","Popup action: ^close$."
